race_eth_name,geotype,geoname,county_name,region_code,cost_yr,median_income,affordability_ratio,ave_fam_size,food_cost_index
AIAN,CA,California,,,7508.2896552,23777.0,0.3157795,3.34,72.04960805296997
Asian,CA,California,,,7508.2896552,38508.0,0.19498,3.34,72.04960805296997
AfricanAm,CA,California,,,7508.2896552,26192.0,0.2866635,3.34,72.04960805296997
Latino,CA,California,,,7508.2896552,22858.0,0.3284754,3.34,72.04960805296997
NHOPI,CA,California,,,7508.2896552,36737.0,0.2043795,3.34,72.04960805296997
White,CA,California,,,7508.2896552,38641.0,0.1943089,3.34,72.04960805296997
Multiple,CA,California,,,7508.2896552,32866.0,0.2284516,3.34,72.04960805296997
Other,CA,California,,,7508.2896552,30439.0,0.2466668,3.34,72.04960805296997
AIAN,CO,Alameda,Alameda,1.0,7242.1230072,16063.0,0.4508574,3.21,69.49547075328664
Asian,CO,Alameda,Alameda,1.0,7242.1230072,42048.0,0.1722347,3.21,69.49547075328664
AfricanAm,CO,Alameda,Alameda,1.0,7242.1230072,23858.0,0.3035511,3.21,69.49547075328664
Latino,CO,Alameda,Alameda,1.0,7242.1230072,28917.0,0.2504452,3.21,69.49547075328664
NHOPI,CO,Alameda,Alameda,1.0,7242.1230072,35238.0,0.2055203,3.21,69.49547075328664
White,CO,Alameda,Alameda,1.0,7242.1230072,50497.0,0.1434169,3.21,69.49547075328664
Multiple,CO,Alameda,Alameda,1.0,7242.1230072,39591.0,0.1829235,3.21,69.49547075328664
Other,CO,Alameda,Alameda,1.0,7242.1230072,21205.0,0.341529,3.21,69.49547075328664
AIAN,CO,Alpine,Alpine,3.0,8821.19136,,,3.81,84.64822339506766
Asian,CO,Alpine,Alpine,3.0,8821.19136,,,3.81,84.64822339506766
AfricanAm,CO,Alpine,Alpine,3.0,8821.19136,,,3.81,84.64822339506766
Latino,CO,Alpine,Alpine,3.0,8821.19136,,,3.81,84.64822339506766
NHOPI,CO,Alpine,Alpine,3.0,8821.19136,,,3.81,84.64822339506766
White,CO,Alpine,Alpine,3.0,8821.19136,,,3.81,84.64822339506766
Multiple,CO,Alpine,Alpine,3.0,8821.19136,,,3.81,84.64822339506766
Other,CO,Alpine,Alpine,3.0,8821.19136,,,3.81,84.64822339506766
AIAN,CO,Amador,Amador,3.0,5812.6720848,,,2.58,55.77844817963727
Asian,CO,Amador,Amador,3.0,5812.6720848,,,2.58,55.77844817963727
AfricanAm,CO,Amador,Amador,3.0,5812.6720848,,,2.58,55.77844817963727
Latino,CO,Amador,Amador,3.0,5812.6720848,33500.0,0.1735126,2.58,55.77844817963727
NHOPI,CO,Amador,Amador,3.0,5812.6720848,,,2.58,55.77844817963727
White,CO,Amador,Amador,3.0,5812.6720848,27448.0,0.2117703,2.58,55.77844817963727
Multiple,CO,Amador,Amador,3.0,5812.6720848,6588.0,0.8823121,2.58,55.77844817963727
Other,CO,Amador,Amador,3.0,5812.6720848,,,2.58,55.77844817963727
AIAN,CO,Butte,Butte,2.0,6755.1682356,35302.0,0.1913537,2.99,64.82264883984263
Asian,CO,Butte,Butte,2.0,6755.1682356,27159.0,0.2487267,2.99,64.82264883984263
AfricanAm,CO,Butte,Butte,2.0,6755.1682356,8347.0,0.8092929,2.99,64.82264883984263
Latino,CO,Butte,Butte,2.0,6755.1682356,18042.0,0.3744135,2.99,64.82264883984263
NHOPI,CO,Butte,Butte,2.0,6755.1682356,,,2.99,64.82264883984263
White,CO,Butte,Butte,2.0,6755.1682356,21732.0,0.3108397,2.99,64.82264883984263
Multiple,CO,Butte,Butte,2.0,6755.1682356,10275.0,0.6574373,2.99,64.82264883984263
Other,CO,Butte,Butte,2.0,6755.1682356,,,2.99,64.82264883984263
AIAN,CO,Calaveras,Calaveras,3.0,7030.081692,,,3.09,67.46072058343728
Asian,CO,Calaveras,Calaveras,3.0,7030.081692,,,3.09,67.46072058343728
AfricanAm,CO,Calaveras,Calaveras,3.0,7030.081692,,,3.09,67.46072058343728
Latino,CO,Calaveras,Calaveras,3.0,7030.081692,,,3.09,67.46072058343728
NHOPI,CO,Calaveras,Calaveras,3.0,7030.081692,,,3.09,67.46072058343728
White,CO,Calaveras,Calaveras,3.0,7030.081692,37897.0,0.185505,3.09,67.46072058343728
Multiple,CO,Calaveras,Calaveras,3.0,7030.081692,25347.0,0.2773536,3.09,67.46072058343728
Other,CO,Calaveras,Calaveras,3.0,7030.081692,,,3.09,67.46072058343728
AIAN,CO,Colusa,Colusa,7.0,8130.1788432,,,3.62,78.01726171384703
Asian,CO,Colusa,Colusa,7.0,8130.1788432,,,3.62,78.01726171384703
AfricanAm,CO,Colusa,Colusa,7.0,8130.1788432,,,3.62,78.01726171384703
Latino,CO,Colusa,Colusa,7.0,8130.1788432,14208.0,0.5722254,3.62,78.01726171384703
NHOPI,CO,Colusa,Colusa,7.0,8130.1788432,,,3.62,78.01726171384703
White,CO,Colusa,Colusa,7.0,8130.1788432,26625.0,0.3053588,3.62,78.01726171384703
Multiple,CO,Colusa,Colusa,7.0,8130.1788432,,,3.62,78.01726171384703
Other,CO,Colusa,Colusa,7.0,8130.1788432,,,3.62,78.01726171384703
AIAN,CO,Contra Costa,Contra Costa,1.0,7050.962568,38864.0,0.1814266,3.1,67.66109363784666
Asian,CO,Contra Costa,Contra Costa,1.0,7050.962568,53507.0,0.1317765,3.1,67.66109363784666
AfricanAm,CO,Contra Costa,Contra Costa,1.0,7050.962568,27901.0,0.2527136,3.1,67.66109363784666
Latino,CO,Contra Costa,Contra Costa,1.0,7050.962568,26237.0,0.2687412,3.1,67.66109363784666
NHOPI,CO,Contra Costa,Contra Costa,1.0,7050.962568,25625.0,0.2751595,3.1,67.66109363784666
White,CO,Contra Costa,Contra Costa,1.0,7050.962568,50542.0,0.139507,3.1,67.66109363784666
Multiple,CO,Contra Costa,Contra Costa,1.0,7050.962568,30625.0,0.2302355,3.1,67.66109363784666
Other,CO,Contra Costa,Contra Costa,1.0,7050.962568,27875.0,0.2529493,3.1,67.66109363784666
AIAN,CO,Del Norte,Del Norte,5.0,7438.25058,,,3.35,71.37751252279052
Asian,CO,Del Norte,Del Norte,5.0,7438.25058,,,3.35,71.37751252279052
AfricanAm,CO,Del Norte,Del Norte,5.0,7438.25058,,,3.35,71.37751252279052
Latino,CO,Del Norte,Del Norte,5.0,7438.25058,,,3.35,71.37751252279052
NHOPI,CO,Del Norte,Del Norte,5.0,7438.25058,,,3.35,71.37751252279052
White,CO,Del Norte,Del Norte,5.0,7438.25058,21406.0,0.3474844,3.35,71.37751252279052
Multiple,CO,Del Norte,Del Norte,5.0,7438.25058,7500.0,0.9917667,3.35,71.37751252279052
Other,CO,Del Norte,Del Norte,5.0,7438.25058,,,3.35,71.37751252279052
AIAN,CO,El Dorado,El Dorado,8.0,6732.2863488,55714.0,0.1208365,2.92,64.60307406966702
Asian,CO,El Dorado,El Dorado,8.0,6732.2863488,46628.0,0.1443829,2.92,64.60307406966702
AfricanAm,CO,El Dorado,El Dorado,8.0,6732.2863488,,,2.92,64.60307406966702
Latino,CO,El Dorado,El Dorado,8.0,6732.2863488,17390.0,0.3871355,2.92,64.60307406966702
NHOPI,CO,El Dorado,El Dorado,8.0,6732.2863488,,,2.92,64.60307406966702
White,CO,El Dorado,El Dorado,8.0,6732.2863488,40127.0,0.1677745,2.92,64.60307406966702
Multiple,CO,El Dorado,El Dorado,8.0,6732.2863488,41406.0,0.162592,2.92,64.60307406966702
Other,CO,El Dorado,El Dorado,8.0,6732.2863488,,,2.92,64.60307406966702
AIAN,CO,Fresno,Fresno,10.0,7877.575632,35347.0,0.2228641,3.55,75.59327926302657
Asian,CO,Fresno,Fresno,10.0,7877.575632,26707.0,0.294963,3.55,75.59327926302657
AfricanAm,CO,Fresno,Fresno,10.0,7877.575632,17664.0,0.4459678,3.55,75.59327926302657
Latino,CO,Fresno,Fresno,10.0,7877.575632,16765.0,0.4698822,3.55,75.59327926302657
NHOPI,CO,Fresno,Fresno,10.0,7877.575632,48750.0,0.1615913,3.55,75.59327926302657
White,CO,Fresno,Fresno,10.0,7877.575632,30087.0,0.2618266,3.55,75.59327926302657
Multiple,CO,Fresno,Fresno,10.0,7877.575632,21439.0,0.3674414,3.55,75.59327926302657
Other,CO,Fresno,Fresno,10.0,7877.575632,14722.0,0.5350887,3.55,75.59327926302657
AIAN,CO,Glenn,Glenn,7.0,6699.7822368,11310.0,0.5923769,2.98,64.29116434891084
Asian,CO,Glenn,Glenn,7.0,6699.7822368,,,2.98,64.29116434891084
AfricanAm,CO,Glenn,Glenn,7.0,6699.7822368,,,2.98,64.29116434891084
Latino,CO,Glenn,Glenn,7.0,6699.7822368,21250.0,0.3152839,2.98,64.29116434891084
NHOPI,CO,Glenn,Glenn,7.0,6699.7822368,,,2.98,64.29116434891084
White,CO,Glenn,Glenn,7.0,6699.7822368,47279.0,0.1417074,2.98,64.29116434891084
Multiple,CO,Glenn,Glenn,7.0,6699.7822368,,,2.98,64.29116434891084
Other,CO,Glenn,Glenn,7.0,6699.7822368,,,2.98,64.29116434891084
AIAN,CO,Humboldt,Humboldt,5.0,6438.961824,36295.0,0.1774063,2.9,61.788329565300835
Asian,CO,Humboldt,Humboldt,5.0,6438.961824,16034.0,0.4015818,2.9,61.788329565300835
AfricanAm,CO,Humboldt,Humboldt,5.0,6438.961824,32895.0,0.1957429,2.9,61.788329565300835
Latino,CO,Humboldt,Humboldt,5.0,6438.961824,36321.0,0.1772793,2.9,61.788329565300835
NHOPI,CO,Humboldt,Humboldt,5.0,6438.961824,38281.0,0.1682026,2.9,61.788329565300835
White,CO,Humboldt,Humboldt,5.0,6438.961824,20894.0,0.3081728,2.9,61.788329565300835
Multiple,CO,Humboldt,Humboldt,5.0,6438.961824,19107.0,0.3369949,2.9,61.788329565300835
Other,CO,Humboldt,Humboldt,5.0,6438.961824,,,2.9,61.788329565300835
AIAN,CO,Imperial,Imperial,14.0,7854.5993664,29167.0,0.2692975,3.52,75.37279883312542
Asian,CO,Imperial,Imperial,14.0,7854.5993664,10156.0,0.773395,3.52,75.37279883312542
AfricanAm,CO,Imperial,Imperial,14.0,7854.5993664,55417.0,0.1417363,3.52,75.37279883312542
Latino,CO,Imperial,Imperial,14.0,7854.5993664,19326.0,0.4064265,3.52,75.37279883312542
NHOPI,CO,Imperial,Imperial,14.0,7854.5993664,,,3.52,75.37279883312542
White,CO,Imperial,Imperial,14.0,7854.5993664,22938.0,0.3424274,3.52,75.37279883312542
Multiple,CO,Imperial,Imperial,14.0,7854.5993664,,,3.52,75.37279883312542
Other,CO,Imperial,Imperial,14.0,7854.5993664,,,3.52,75.37279883312542
AIAN,CO,Inyo,Inyo,3.0,6995.243952,32404.0,0.2158759,3.17,67.12641734958257
Asian,CO,Inyo,Inyo,3.0,6995.243952,,,3.17,67.12641734958257
AfricanAm,CO,Inyo,Inyo,3.0,6995.243952,,,3.17,67.12641734958257
Latino,CO,Inyo,Inyo,3.0,6995.243952,12432.0,0.5626805,3.17,67.12641734958257
NHOPI,CO,Inyo,Inyo,3.0,6995.243952,,,3.17,67.12641734958257
White,CO,Inyo,Inyo,3.0,6995.243952,30962.0,0.22593,3.17,67.12641734958257
Multiple,CO,Inyo,Inyo,3.0,6995.243952,,,3.17,67.12641734958257
Other,CO,Inyo,Inyo,3.0,6995.243952,,,3.17,67.12641734958257
AIAN,CO,Kern,Kern,10.0,7893.2342928,30365.0,0.2599451,3.58,75.74353989828231
Asian,CO,Kern,Kern,10.0,7893.2342928,30000.0,0.2631078,3.58,75.74353989828231
AfricanAm,CO,Kern,Kern,10.0,7893.2342928,19302.0,0.4089335,3.58,75.74353989828231
Latino,CO,Kern,Kern,10.0,7893.2342928,17694.0,0.4460967,3.58,75.74353989828231
NHOPI,CO,Kern,Kern,10.0,7893.2342928,38750.0,0.2036964,3.58,75.74353989828231
White,CO,Kern,Kern,10.0,7893.2342928,24239.0,0.3256419,3.58,75.74353989828231
Multiple,CO,Kern,Kern,10.0,7893.2342928,35921.0,0.2197387,3.58,75.74353989828231
Other,CO,Kern,Kern,10.0,7893.2342928,40577.0,0.1945248,3.58,75.74353989828231
AIAN,CO,Kings,Kings,10.0,8086.9916568,8750.0,0.9242276,3.67,77.60283712503599
Asian,CO,Kings,Kings,10.0,8086.9916568,26000.0,0.3110381,3.67,77.60283712503599
AfricanAm,CO,Kings,Kings,10.0,8086.9916568,21588.0,0.3746059,3.67,77.60283712503599
Latino,CO,Kings,Kings,10.0,8086.9916568,15906.0,0.508424,3.67,77.60283712503599
NHOPI,CO,Kings,Kings,10.0,8086.9916568,,,3.67,77.60283712503599
White,CO,Kings,Kings,10.0,8086.9916568,21875.0,0.369691,3.67,77.60283712503599
Multiple,CO,Kings,Kings,10.0,8086.9916568,31188.0,0.2592982,3.67,77.60283712503599
Other,CO,Kings,Kings,10.0,8086.9916568,,,3.67,77.60283712503599
AIAN,CO,Lake,Lake,5.0,6758.6862468,6793.0,0.9949487,3.09,64.85640770367527
Asian,CO,Lake,Lake,5.0,6758.6862468,,,3.09,64.85640770367527
AfricanAm,CO,Lake,Lake,5.0,6758.6862468,20990.0,0.3219955,3.09,64.85640770367527
Latino,CO,Lake,Lake,5.0,6758.6862468,7416.0,0.9113655,3.09,64.85640770367527
NHOPI,CO,Lake,Lake,5.0,6758.6862468,,,3.09,64.85640770367527
White,CO,Lake,Lake,5.0,6758.6862468,21285.0,0.3175328,3.09,64.85640770367527
Multiple,CO,Lake,Lake,5.0,6758.6862468,,,3.09,64.85640770367527
Other,CO,Lake,Lake,5.0,6758.6862468,,,3.09,64.85640770367527
AIAN,CO,Lassen,Lassen,6.0,5836.6220916,35813.0,0.162975,2.59,56.00827263794261
Asian,CO,Lassen,Lassen,6.0,5836.6220916,6548.0,0.8913595,2.59,56.00827263794261
AfricanAm,CO,Lassen,Lassen,6.0,5836.6220916,,,2.59,56.00827263794261
Latino,CO,Lassen,Lassen,6.0,5836.6220916,9563.0,0.6103338,2.59,56.00827263794261
NHOPI,CO,Lassen,Lassen,6.0,5836.6220916,,,2.59,56.00827263794261
White,CO,Lassen,Lassen,6.0,5836.6220916,31369.0,0.1860634,2.59,56.00827263794261
Multiple,CO,Lassen,Lassen,6.0,5836.6220916,20938.0,0.2787574,2.59,56.00827263794261
Other,CO,Lassen,Lassen,6.0,5836.6220916,,,2.59,56.00827263794261
AIAN,CO,Los Angeles,Los Angeles,14.0,8056.313478,11653.0,0.691351,3.45,77.30844907398522
Asian,CO,Los Angeles,Los Angeles,14.0,8056.313478,38410.0,0.2097452,3.45,77.30844907398522
AfricanAm,CO,Los Angeles,Los Angeles,14.0,8056.313478,26970.0,0.2987139,3.45,77.30844907398522
Latino,CO,Los Angeles,Los Angeles,14.0,8056.313478,22624.0,0.3560959,3.45,77.30844907398522
NHOPI,CO,Los Angeles,Los Angeles,14.0,8056.313478,40625.0,0.1983093,3.45,77.30844907398522
White,CO,Los Angeles,Los Angeles,14.0,8056.313478,43749.0,0.1841485,3.45,77.30844907398522
Multiple,CO,Los Angeles,Los Angeles,14.0,8056.313478,38313.0,0.2102762,3.45,77.30844907398522
Other,CO,Los Angeles,Los Angeles,14.0,8056.313478,35606.0,0.2262628,3.45,77.30844907398522
AIAN,CO,Madera,Madera,10.0,8850.39348,30813.0,0.2872292,4.0,84.92844717397563
Asian,CO,Madera,Madera,10.0,8850.39348,,,4.0,84.92844717397563
AfricanAm,CO,Madera,Madera,10.0,8850.39348,38289.0,0.2311472,4.0,84.92844717397563
Latino,CO,Madera,Madera,10.0,8850.39348,17213.0,0.5141691,4.0,84.92844717397563
NHOPI,CO,Madera,Madera,10.0,8850.39348,,,4.0,84.92844717397563
White,CO,Madera,Madera,10.0,8850.39348,35221.0,0.2512817,4.0,84.92844717397563
Multiple,CO,Madera,Madera,10.0,8850.39348,18523.0,0.4778056,4.0,84.92844717397563
Other,CO,Madera,Madera,10.0,8850.39348,,,4.0,84.92844717397563
AIAN,CO,Marin,Marin,1.0,6381.5001672,,,2.77,61.23692704346991
Asian,CO,Marin,Marin,1.0,6381.5001672,65500.0,0.0974275,2.77,61.23692704346991
AfricanAm,CO,Marin,Marin,1.0,6381.5001672,21829.0,0.2923405,2.77,61.23692704346991
Latino,CO,Marin,Marin,1.0,6381.5001672,25045.0,0.2548014,2.77,61.23692704346991
NHOPI,CO,Marin,Marin,1.0,6381.5001672,,,2.77,61.23692704346991
White,CO,Marin,Marin,1.0,6381.5001672,60861.0,0.1048537,2.77,61.23692704346991
Multiple,CO,Marin,Marin,1.0,6381.5001672,9659.0,0.6606792,2.77,61.23692704346991
Other,CO,Marin,Marin,1.0,6381.5001672,,,2.77,61.23692704346991
AIAN,CO,Mariposa,Mariposa,3.0,5315.6972532,,,2.43,51.0094736896651
Asian,CO,Mariposa,Mariposa,3.0,5315.6972532,,,2.43,51.0094736896651
AfricanAm,CO,Mariposa,Mariposa,3.0,5315.6972532,,,2.43,51.0094736896651
Latino,CO,Mariposa,Mariposa,3.0,5315.6972532,2500.0,2.1262789,2.43,51.0094736896651
NHOPI,CO,Mariposa,Mariposa,3.0,5315.6972532,,,2.43,51.0094736896651
White,CO,Mariposa,Mariposa,3.0,5315.6972532,13598.0,0.3909176,2.43,51.0094736896651
Multiple,CO,Mariposa,Mariposa,3.0,5315.6972532,,,2.43,51.0094736896651
Other,CO,Mariposa,Mariposa,3.0,5315.6972532,,,2.43,51.0094736896651
AIAN,CO,Mendocino,Mendocino,5.0,6814.682556,26898.0,0.2533528,3.05,65.39374873812494
Asian,CO,Mendocino,Mendocino,5.0,6814.682556,20625.0,0.3304089,3.05,65.39374873812494
AfricanAm,CO,Mendocino,Mendocino,5.0,6814.682556,,,3.05,65.39374873812494
Latino,CO,Mendocino,Mendocino,5.0,6814.682556,17500.0,0.3894104,3.05,65.39374873812494
NHOPI,CO,Mendocino,Mendocino,5.0,6814.682556,,,3.05,65.39374873812494
White,CO,Mendocino,Mendocino,5.0,6814.682556,23457.0,0.2905181,3.05,65.39374873812494
Multiple,CO,Mendocino,Mendocino,5.0,6814.682556,6146.0,1.1087996,3.05,65.39374873812494
Other,CO,Mendocino,Mendocino,5.0,6814.682556,,,3.05,65.39374873812494
AIAN,CO,Merced,Merced,10.0,7841.2544916,9931.0,0.7895735,3.57,75.2447413069763
Asian,CO,Merced,Merced,10.0,7841.2544916,32702.0,0.239779,3.57,75.2447413069763
AfricanAm,CO,Merced,Merced,10.0,7841.2544916,14800.0,0.5298145,3.57,75.2447413069763
Latino,CO,Merced,Merced,10.0,7841.2544916,18147.0,0.4320965,3.57,75.2447413069763
NHOPI,CO,Merced,Merced,10.0,7841.2544916,,,3.57,75.2447413069763
White,CO,Merced,Merced,10.0,7841.2544916,18374.0,0.4267582,3.57,75.2447413069763
Multiple,CO,Merced,Merced,10.0,7841.2544916,11477.0,0.6832146,3.57,75.2447413069763
Other,CO,Merced,Merced,10.0,7841.2544916,,,3.57,75.2447413069763
AIAN,CO,Modoc,Modoc,6.0,7299.3042444,,,3.19,70.04418236637558
Asian,CO,Modoc,Modoc,6.0,7299.3042444,,,3.19,70.04418236637558
AfricanAm,CO,Modoc,Modoc,6.0,7299.3042444,,,3.19,70.04418236637558
Latino,CO,Modoc,Modoc,6.0,7299.3042444,22500.0,0.3244135,3.19,70.04418236637558
NHOPI,CO,Modoc,Modoc,6.0,7299.3042444,,,3.19,70.04418236637558
White,CO,Modoc,Modoc,6.0,7299.3042444,17742.0,0.4114138,3.19,70.04418236637558
Multiple,CO,Modoc,Modoc,6.0,7299.3042444,,,3.19,70.04418236637558
Other,CO,Modoc,Modoc,6.0,7299.3042444,,,3.19,70.04418236637558
AIAN,CO,Mono,Mono,3.0,10370.042328,,,4.4,99.5110097687362
Asian,CO,Mono,Mono,3.0,10370.042328,,,4.4,99.5110097687362
AfricanAm,CO,Mono,Mono,3.0,10370.042328,,,4.4,99.5110097687362
Latino,CO,Mono,Mono,3.0,10370.042328,51477.0,0.20145,4.4,99.5110097687362
NHOPI,CO,Mono,Mono,3.0,10370.042328,,,4.4,99.5110097687362
White,CO,Mono,Mono,3.0,10370.042328,43146.0,0.2403477,4.4,99.5110097687362
Multiple,CO,Mono,Mono,3.0,10370.042328,,,4.4,99.5110097687362
Other,CO,Mono,Mono,3.0,10370.042328,,,4.4,99.5110097687362
AIAN,CO,Monterey,Monterey,4.0,7830.9205392,22404.0,0.3495323,3.52,75.14557661644756
Asian,CO,Monterey,Monterey,4.0,7830.9205392,49241.0,0.1590325,3.52,75.14557661644756
AfricanAm,CO,Monterey,Monterey,4.0,7830.9205392,31500.0,0.2486007,3.52,75.14557661644756
Latino,CO,Monterey,Monterey,4.0,7830.9205392,22607.0,0.3463936,3.52,75.14557661644756
NHOPI,CO,Monterey,Monterey,4.0,7830.9205392,,,3.52,75.14557661644756
White,CO,Monterey,Monterey,4.0,7830.9205392,41501.0,0.1886923,3.52,75.14557661644756
Multiple,CO,Monterey,Monterey,4.0,7830.9205392,57596.0,0.1359629,3.52,75.14557661644756
Other,CO,Monterey,Monterey,4.0,7830.9205392,,,3.52,75.14557661644756
AIAN,CO,Napa,Napa,1.0,6749.853252,,,2.93,64.77164621437483
Asian,CO,Napa,Napa,1.0,6749.853252,100625.0,0.0670793,2.93,64.77164621437483
AfricanAm,CO,Napa,Napa,1.0,6749.853252,21603.0,0.3124498,2.93,64.77164621437483
Latino,CO,Napa,Napa,1.0,6749.853252,26000.0,0.2596097,2.93,64.77164621437483
NHOPI,CO,Napa,Napa,1.0,6749.853252,,,2.93,64.77164621437483
White,CO,Napa,Napa,1.0,6749.853252,36000.0,0.1874959,2.93,64.77164621437483
Multiple,CO,Napa,Napa,1.0,6749.853252,48359.0,0.139578,2.93,64.77164621437483
Other,CO,Napa,Napa,1.0,6749.853252,,,2.93,64.77164621437483
AIAN,CO,Nevada,Nevada,6.0,6352.34208,13208.0,0.4809466,2.76,60.957125803665676
Asian,CO,Nevada,Nevada,6.0,6352.34208,,,2.76,60.957125803665676
AfricanAm,CO,Nevada,Nevada,6.0,6352.34208,,,2.76,60.957125803665676
Latino,CO,Nevada,Nevada,6.0,6352.34208,8885.0,0.7149513,2.76,60.957125803665676
NHOPI,CO,Nevada,Nevada,6.0,6352.34208,,,2.76,60.957125803665676
White,CO,Nevada,Nevada,6.0,6352.34208,38539.0,0.1648289,2.76,60.957125803665676
Multiple,CO,Nevada,Nevada,6.0,6352.34208,,,2.76,60.957125803665676
Other,CO,Nevada,Nevada,6.0,6352.34208,,,2.76,60.957125803665676
AIAN,CO,Orange,Orange,14.0,7760.672208,39189.0,0.1980319,3.3,74.47147306400538
Asian,CO,Orange,Orange,14.0,7760.672208,37899.0,0.2047725,3.3,74.47147306400538
AfricanAm,CO,Orange,Orange,14.0,7760.672208,39406.0,0.1969414,3.3,74.47147306400538
Latino,CO,Orange,Orange,14.0,7760.672208,28658.0,0.270803,3.3,74.47147306400538
NHOPI,CO,Orange,Orange,14.0,7760.672208,41417.0,0.1873789,3.3,74.47147306400538
White,CO,Orange,Orange,14.0,7760.672208,50408.0,0.1539572,3.3,74.47147306400538
Multiple,CO,Orange,Orange,14.0,7760.672208,45457.0,0.1707256,3.3,74.47147306400538
Other,CO,Orange,Orange,14.0,7760.672208,40456.0,0.1918299,3.3,74.47147306400538
AIAN,CO,Placer,Placer,8.0,6294.7661184,65294.0,0.0964065,2.78,60.404626412052586
Asian,CO,Placer,Placer,8.0,6294.7661184,75909.0,0.0829252,2.78,60.404626412052586
AfricanAm,CO,Placer,Placer,8.0,6294.7661184,20000.0,0.3147383,2.78,60.404626412052586
Latino,CO,Placer,Placer,8.0,6294.7661184,30849.0,0.2040509,2.78,60.404626412052586
NHOPI,CO,Placer,Placer,8.0,6294.7661184,,,2.78,60.404626412052586
White,CO,Placer,Placer,8.0,6294.7661184,42852.0,0.1468955,2.78,60.404626412052586
Multiple,CO,Placer,Placer,8.0,6294.7661184,37738.0,0.1668018,2.78,60.404626412052586
Other,CO,Placer,Placer,8.0,6294.7661184,,,2.78,60.404626412052586
AIAN,CO,Plumas,Plumas,6.0,5030.417892,,,2.29,48.27193064005374
Asian,CO,Plumas,Plumas,6.0,5030.417892,,,2.29,48.27193064005374
AfricanAm,CO,Plumas,Plumas,6.0,5030.417892,,,2.29,48.27193064005374
Latino,CO,Plumas,Plumas,6.0,5030.417892,,,2.29,48.27193064005374
NHOPI,CO,Plumas,Plumas,6.0,5030.417892,,,2.29,48.27193064005374
White,CO,Plumas,Plumas,6.0,5030.417892,24844.0,0.2024802,2.29,48.27193064005374
Multiple,CO,Plumas,Plumas,6.0,5030.417892,,,2.29,48.27193064005374
Other,CO,Plumas,Plumas,6.0,5030.417892,,,2.29,48.27193064005374
AIAN,CO,Riverside,Riverside,14.0,8109.0594,14329.0,0.5659194,3.5,77.81459936666347
Asian,CO,Riverside,Riverside,14.0,8109.0594,33287.0,0.2436104,3.5,77.81459936666347
AfricanAm,CO,Riverside,Riverside,14.0,8109.0594,27922.0,0.2904183,3.5,77.81459936666347
Latino,CO,Riverside,Riverside,14.0,8109.0594,23249.0,0.3487918,3.5,77.81459936666347
NHOPI,CO,Riverside,Riverside,14.0,8109.0594,98313.0,0.0824821,3.5,77.81459936666347
White,CO,Riverside,Riverside,14.0,8109.0594,37009.0,0.2191105,3.5,77.81459936666347
Multiple,CO,Riverside,Riverside,14.0,8109.0594,43094.0,0.1881714,3.5,77.81459936666347
Other,CO,Riverside,Riverside,14.0,8109.0594,21594.0,0.3755237,3.5,77.81459936666347
AIAN,CO,Sacramento,Sacramento,8.0,6908.0243544,19531.0,0.3536954,3.09,66.2894573879666
Asian,CO,Sacramento,Sacramento,8.0,6908.0243544,28711.0,0.2406055,3.09,66.2894573879666
AfricanAm,CO,Sacramento,Sacramento,8.0,6908.0243544,26024.0,0.2654482,3.09,66.2894573879666
Latino,CO,Sacramento,Sacramento,8.0,6908.0243544,22561.0,0.3061932,3.09,66.2894573879666
NHOPI,CO,Sacramento,Sacramento,8.0,6908.0243544,32105.0,0.2151697,3.09,66.2894573879666
White,CO,Sacramento,Sacramento,8.0,6908.0243544,36991.0,0.1867488,3.09,66.2894573879666
Multiple,CO,Sacramento,Sacramento,8.0,6908.0243544,34213.0,0.2019123,3.09,66.2894573879666
Other,CO,Sacramento,Sacramento,8.0,6908.0243544,36750.0,0.1879735,3.09,66.2894573879666
AIAN,CO,San Benito,San Benito,4.0,6591.0940176,,,2.89,63.248191321370314
Asian,CO,San Benito,San Benito,4.0,6591.0940176,,,2.89,63.248191321370314
AfricanAm,CO,San Benito,San Benito,4.0,6591.0940176,,,2.89,63.248191321370314
Latino,CO,San Benito,San Benito,4.0,6591.0940176,21780.0,0.3026214,2.89,63.248191321370314
NHOPI,CO,San Benito,San Benito,4.0,6591.0940176,,,2.89,63.248191321370314
White,CO,San Benito,San Benito,4.0,6591.0940176,39444.0,0.1671,2.89,63.248191321370314
Multiple,CO,San Benito,San Benito,4.0,6591.0940176,11728.0,0.5619964,2.89,63.248191321370314
Other,CO,San Benito,San Benito,4.0,6591.0940176,,,2.89,63.248191321370314
AIAN,CO,San Bernardino,San Bernardino,14.0,8359.771368,11848.0,0.705585,3.6,80.22043343249207
Asian,CO,San Bernardino,San Bernardino,14.0,8359.771368,35673.0,0.2343445,3.6,80.22043343249207
AfricanAm,CO,San Bernardino,San Bernardino,14.0,8359.771368,27592.0,0.3029781,3.6,80.22043343249207
Latino,CO,San Bernardino,San Bernardino,14.0,8359.771368,25120.0,0.3327934,3.6,80.22043343249207
NHOPI,CO,San Bernardino,San Bernardino,14.0,8359.771368,,,3.6,80.22043343249207
White,CO,San Bernardino,San Bernardino,14.0,8359.771368,32152.0,0.2600078,3.6,80.22043343249207
