race_eth_name,geotype,geoname,county_name,region_code,cost_yr,median_income,affordability_ratio,ave_fam_size,food_cost_index
White,PL,Arroyo Grande city,San Luis Obispo,11.0,6082.654404,40938.0,0.1485821,2.62,58.36920069091258
Multiple,PL,Arroyo Grande city,San Luis Obispo,11.0,6082.654404,,,2.62,58.36920069091258
Other,PL,Arroyo Grande city,San Luis Obispo,11.0,6082.654404,,,2.62,58.36920069091258
AIAN,PL,Artesia city,Los Angeles,14.0,7975.7922312,,,3.39,76.53576654063909
Asian,PL,Artesia city,Los Angeles,14.0,7975.7922312,47917.0,0.1664502,3.39,76.53576654063909
AfricanAm,PL,Artesia city,Los Angeles,14.0,7975.7922312,,,3.39,76.53576654063909
Latino,PL,Artesia city,Los Angeles,14.0,7975.7922312,21980.0,0.3628659,3.39,76.53576654063909
NHOPI,PL,Artesia city,Los Angeles,14.0,7975.7922312,,,3.39,76.53576654063909
White,PL,Artesia city,Los Angeles,14.0,7975.7922312,27031.0,0.2950609,3.39,76.53576654063909
Multiple,PL,Artesia city,Los Angeles,14.0,7975.7922312,,,3.39,76.53576654063909
Other,PL,Artesia city,Los Angeles,14.0,7975.7922312,,,3.39,76.53576654063909
AIAN,PL,Artois CDP,Glenn,7.0,,,,,
Asian,PL,Artois CDP,Glenn,7.0,,,,,
AfricanAm,PL,Artois CDP,Glenn,7.0,,,,,
Latino,PL,Artois CDP,Glenn,7.0,,,,,
NHOPI,PL,Artois CDP,Glenn,7.0,,,,,
White,PL,Artois CDP,Glenn,7.0,,,,,
Multiple,PL,Artois CDP,Glenn,7.0,,,,,
Other,PL,Artois CDP,Glenn,7.0,,,,,
AIAN,PL,Arvin city,Kern,10.0,10031.3323752,,,4.46,96.26074633144611
Asian,PL,Arvin city,Kern,10.0,10031.3323752,,,4.46,96.26074633144611
AfricanAm,PL,Arvin city,Kern,10.0,10031.3323752,,,4.46,96.26074633144611
Latino,PL,Arvin city,Kern,10.0,10031.3323752,14107.0,0.711089,4.46,96.26074633144611
NHOPI,PL,Arvin city,Kern,10.0,10031.3323752,,,4.46,96.26074633144611
White,PL,Arvin city,Kern,10.0,10031.3323752,,,4.46,96.26074633144611
Multiple,PL,Arvin city,Kern,10.0,10031.3323752,,,4.46,96.26074633144611
Other,PL,Arvin city,Kern,10.0,10031.3323752,,,4.46,96.26074633144611
AIAN,PL,Ashland CDP,Alameda,1.0,7579.9339788,,,3.37,72.73710755973515
Asian,PL,Ashland CDP,Alameda,1.0,7579.9339788,28860.0,0.262645,3.37,72.73710755973515
AfricanAm,PL,Ashland CDP,Alameda,1.0,7579.9339788,17717.0,0.4278339,3.37,72.73710755973515
Latino,PL,Ashland CDP,Alameda,1.0,7579.9339788,17429.0,0.4349036,3.37,72.73710755973515
NHOPI,PL,Ashland CDP,Alameda,1.0,7579.9339788,,,3.37,72.73710755973515
White,PL,Ashland CDP,Alameda,1.0,7579.9339788,17169.0,0.4414895,3.37,72.73710755973515
Multiple,PL,Ashland CDP,Alameda,1.0,7579.9339788,,,3.37,72.73710755973515
Other,PL,Ashland CDP,Alameda,1.0,7579.9339788,,,3.37,72.73710755973515
AIAN,PL,Aspen Springs CDP,Mono,3.0,,,,,
Asian,PL,Aspen Springs CDP,Mono,3.0,,,,,
AfricanAm,PL,Aspen Springs CDP,Mono,3.0,,,,,
Latino,PL,Aspen Springs CDP,Mono,3.0,,,,,
NHOPI,PL,Aspen Springs CDP,Mono,3.0,,,,,
White,PL,Aspen Springs CDP,Mono,3.0,,,,,
Multiple,PL,Aspen Springs CDP,Mono,3.0,,,,,
Other,PL,Aspen Springs CDP,Mono,3.0,,,,,
AIAN,PL,Atascadero city,San Luis Obispo,11.0,5823.993024,,,2.6,55.88708400345457
Asian,PL,Atascadero city,San Luis Obispo,11.0,5823.993024,,,2.6,55.88708400345457
AfricanAm,PL,Atascadero city,San Luis Obispo,11.0,5823.993024,,,2.6,55.88708400345457
Latino,PL,Atascadero city,San Luis Obispo,11.0,5823.993024,26052.0,0.2235526,2.6,55.88708400345457
NHOPI,PL,Atascadero city,San Luis Obispo,11.0,5823.993024,,,2.6,55.88708400345457
White,PL,Atascadero city,San Luis Obispo,11.0,5823.993024,31607.0,0.1842628,2.6,55.88708400345457
Multiple,PL,Atascadero city,San Luis Obispo,11.0,5823.993024,,,2.6,55.88708400345457
Other,PL,Atascadero city,San Luis Obispo,11.0,5823.993024,,,2.6,55.88708400345457
AIAN,PL,Atherton town,San Mateo,1.0,8367.318,,,3.45,80.29285097399482
Asian,PL,Atherton town,San Mateo,1.0,8367.318,,,3.45,80.29285097399482
AfricanAm,PL,Atherton town,San Mateo,1.0,8367.318,,,3.45,80.29285097399482
Latino,PL,Atherton town,San Mateo,1.0,8367.318,,,3.45,80.29285097399482
NHOPI,PL,Atherton town,San Mateo,1.0,8367.318,,,3.45,80.29285097399482
White,PL,Atherton town,San Mateo,1.0,8367.318,239000.0,0.0350097,3.45,80.29285097399482
Multiple,PL,Atherton town,San Mateo,1.0,8367.318,,,3.45,80.29285097399482
Other,PL,Atherton town,San Mateo,1.0,8367.318,,,3.45,80.29285097399482
AIAN,PL,Atwater city,Merced,10.0,7102.5754944,,,3.22,68.15637169561462
Asian,PL,Atwater city,Merced,10.0,7102.5754944,,,3.22,68.15637169561462
AfricanAm,PL,Atwater city,Merced,10.0,7102.5754944,16131.0,0.440306,3.22,68.15637169561462
Latino,PL,Atwater city,Merced,10.0,7102.5754944,14420.0,0.4925503,3.22,68.15637169561462
NHOPI,PL,Atwater city,Merced,10.0,7102.5754944,,,3.22,68.15637169561462
White,PL,Atwater city,Merced,10.0,7102.5754944,18173.0,0.3908312,3.22,68.15637169561462
Multiple,PL,Atwater city,Merced,10.0,7102.5754944,41827.0,0.1698084,3.22,68.15637169561462
Other,PL,Atwater city,Merced,10.0,7102.5754944,,,3.22,68.15637169561462
AIAN,PL,Auberry CDP,Fresno,10.0,7104.632448,,,3.28,68.1761102389406
Asian,PL,Auberry CDP,Fresno,10.0,7104.632448,,,3.28,68.1761102389406
AfricanAm,PL,Auberry CDP,Fresno,10.0,7104.632448,,,3.28,68.1761102389406
Latino,PL,Auberry CDP,Fresno,10.0,7104.632448,,,3.28,68.1761102389406
NHOPI,PL,Auberry CDP,Fresno,10.0,7104.632448,,,3.28,68.1761102389406
White,PL,Auberry CDP,Fresno,10.0,7104.632448,,,3.28,68.1761102389406
Multiple,PL,Auberry CDP,Fresno,10.0,7104.632448,,,3.28,68.1761102389406
Other,PL,Auberry CDP,Fresno,10.0,7104.632448,,,3.28,68.1761102389406
AIAN,PL,Auburn Lake Trails CDP,El Dorado,8.0,6516.84,,,2.72,62.53564916994531
Asian,PL,Auburn Lake Trails CDP,El Dorado,8.0,6516.84,,,2.72,62.53564916994531
AfricanAm,PL,Auburn Lake Trails CDP,El Dorado,8.0,6516.84,,,2.72,62.53564916994531
Latino,PL,Auburn Lake Trails CDP,El Dorado,8.0,6516.84,,,2.72,62.53564916994531
NHOPI,PL,Auburn Lake Trails CDP,El Dorado,8.0,6516.84,,,2.72,62.53564916994531
White,PL,Auburn Lake Trails CDP,El Dorado,8.0,6516.84,63255.0,0.1030249,2.72,62.53564916994531
Multiple,PL,Auburn Lake Trails CDP,El Dorado,8.0,6516.84,,,2.72,62.53564916994531
Other,PL,Auburn Lake Trails CDP,El Dorado,8.0,6516.84,,,2.72,62.53564916994531
AIAN,PL,Auburn city,Placer,8.0,5988.0086256,,,2.62,57.46097903848
Asian,PL,Auburn city,Placer,8.0,5988.0086256,,,2.62,57.46097903848
AfricanAm,PL,Auburn city,Placer,8.0,5988.0086256,,,2.62,57.46097903848
Latino,PL,Auburn city,Placer,8.0,5988.0086256,,,2.62,57.46097903848
NHOPI,PL,Auburn city,Placer,8.0,5988.0086256,,,2.62,57.46097903848
White,PL,Auburn city,Placer,8.0,5988.0086256,45012.0,0.1330314,2.62,57.46097903848
Multiple,PL,Auburn city,Placer,8.0,5988.0086256,,,2.62,57.46097903848
Other,PL,Auburn city,Placer,8.0,5988.0086256,,,2.62,57.46097903848
AIAN,PL,August CDP,San Joaquin,10.0,8486.647998,,,3.65,81.43794259667978
Asian,PL,August CDP,San Joaquin,10.0,8486.647998,,,3.65,81.43794259667978
AfricanAm,PL,August CDP,San Joaquin,10.0,8486.647998,,,3.65,81.43794259667978
Latino,PL,August CDP,San Joaquin,10.0,8486.647998,21094.0,0.4023252,3.65,81.43794259667978
NHOPI,PL,August CDP,San Joaquin,10.0,8486.647998,,,3.65,81.43794259667978
White,PL,August CDP,San Joaquin,10.0,8486.647998,,,3.65,81.43794259667978
Multiple,PL,August CDP,San Joaquin,10.0,8486.647998,,,3.65,81.43794259667978
Other,PL,August CDP,San Joaquin,10.0,8486.647998,,,3.65,81.43794259667978
AIAN,PL,Avalon city,Los Angeles,14.0,5743.9293756,,,2.41,55.11879258804338
Asian,PL,Avalon city,Los Angeles,14.0,5743.9293756,,,2.41,55.11879258804338
AfricanAm,PL,Avalon city,Los Angeles,14.0,5743.9293756,,,2.41,55.11879258804338
Latino,PL,Avalon city,Los Angeles,14.0,5743.9293756,41190.0,0.1394496,2.41,55.11879258804338
NHOPI,PL,Avalon city,Los Angeles,14.0,5743.9293756,,,2.41,55.11879258804338
White,PL,Avalon city,Los Angeles,14.0,5743.9293756,40179.0,0.1429585,2.41,55.11879258804338
Multiple,PL,Avalon city,Los Angeles,14.0,5743.9293756,,,2.41,55.11879258804338
Other,PL,Avalon city,Los Angeles,14.0,5743.9293756,,,2.41,55.11879258804338
AIAN,PL,Avenal city,Kings,10.0,8498.1674208,,,4.18,81.54848307072258
Asian,PL,Avenal city,Kings,10.0,8498.1674208,,,4.18,81.54848307072258
AfricanAm,PL,Avenal city,Kings,10.0,8498.1674208,,,4.18,81.54848307072258
Latino,PL,Avenal city,Kings,10.0,8498.1674208,7880.0,1.0784476,4.18,81.54848307072258
NHOPI,PL,Avenal city,Kings,10.0,8498.1674208,,,4.18,81.54848307072258
White,PL,Avenal city,Kings,10.0,8498.1674208,26371.0,0.3222543,4.18,81.54848307072258
Multiple,PL,Avenal city,Kings,10.0,8498.1674208,,,4.18,81.54848307072258
Other,PL,Avenal city,Kings,10.0,8498.1674208,,,4.18,81.54848307072258
AIAN,PL,Avery CDP,Calaveras,3.0,,,,,
Asian,PL,Avery CDP,Calaveras,3.0,,,,,
AfricanAm,PL,Avery CDP,Calaveras,3.0,,,,,
Latino,PL,Avery CDP,Calaveras,3.0,,,,,
NHOPI,PL,Avery CDP,Calaveras,3.0,,,,,
White,PL,Avery CDP,Calaveras,3.0,,,,,
Multiple,PL,Avery CDP,Calaveras,3.0,,,,,
Other,PL,Avery CDP,Calaveras,3.0,,,,,
AIAN,PL,Avilla Beach CDP,San Luis Obispo,11.0,4767.24,,,2.0,45.74647346703771
Asian,PL,Avilla Beach CDP,San Luis Obispo,11.0,4767.24,,,2.0,45.74647346703771
AfricanAm,PL,Avilla Beach CDP,San Luis Obispo,11.0,4767.24,,,2.0,45.74647346703771
Latino,PL,Avilla Beach CDP,San Luis Obispo,11.0,4767.24,,,2.0,45.74647346703771
NHOPI,PL,Avilla Beach CDP,San Luis Obispo,11.0,4767.24,,,2.0,45.74647346703771
White,PL,Avilla Beach CDP,San Luis Obispo,11.0,4767.24,,,2.0,45.74647346703771
Multiple,PL,Avilla Beach CDP,San Luis Obispo,11.0,4767.24,,,2.0,45.74647346703771
Other,PL,Avilla Beach CDP,San Luis Obispo,11.0,4767.24,,,2.0,45.74647346703771
AIAN,PL,Avocado Heights CDP,Los Angeles,14.0,8467.3972992,,,3.54,81.2532127358219
Asian,PL,Avocado Heights CDP,Los Angeles,14.0,8467.3972992,38750.0,0.2185135,3.54,81.2532127358219
AfricanAm,PL,Avocado Heights CDP,Los Angeles,14.0,8467.3972992,,,3.54,81.2532127358219
Latino,PL,Avocado Heights CDP,Los Angeles,14.0,8467.3972992,31563.0,0.2682697,3.54,81.2532127358219
NHOPI,PL,Avocado Heights CDP,Los Angeles,14.0,8467.3972992,,,3.54,81.2532127358219
White,PL,Avocado Heights CDP,Los Angeles,14.0,8467.3972992,,,3.54,81.2532127358219
Multiple,PL,Avocado Heights CDP,Los Angeles,14.0,8467.3972992,,,3.54,81.2532127358219
Other,PL,Avocado Heights CDP,Los Angeles,14.0,8467.3972992,,,3.54,81.2532127358219
AIAN,PL,Azusa city,Los Angeles,14.0,8870.0220816,,,3.76,85.11680339314846
Asian,PL,Azusa city,Los Angeles,14.0,8870.0220816,21875.0,0.4054867,3.76,85.11680339314846
AfricanAm,PL,Azusa city,Los Angeles,14.0,8870.0220816,32279.0,0.2747923,3.76,85.11680339314846
Latino,PL,Azusa city,Los Angeles,14.0,8870.0220816,27000.0,0.3285193,3.76,85.11680339314846
NHOPI,PL,Azusa city,Los Angeles,14.0,8870.0220816,,,3.76,85.11680339314846
White,PL,Azusa city,Los Angeles,14.0,8870.0220816,34063.0,0.2604005,3.76,85.11680339314846
Multiple,PL,Azusa city,Los Angeles,14.0,8870.0220816,,,3.76,85.11680339314846
Other,PL,Azusa city,Los Angeles,14.0,8870.0220816,,,3.76,85.11680339314846
AIAN,PL,Baker CDP,San Bernardino,14.0,9155.1984,,,3.68,87.8533576432204
Asian,PL,Baker CDP,San Bernardino,14.0,9155.1984,,,3.68,87.8533576432204
AfricanAm,PL,Baker CDP,San Bernardino,14.0,9155.1984,,,3.68,87.8533576432204
Latino,PL,Baker CDP,San Bernardino,14.0,9155.1984,,,3.68,87.8533576432204
NHOPI,PL,Baker CDP,San Bernardino,14.0,9155.1984,,,3.68,87.8533576432204
White,PL,Baker CDP,San Bernardino,14.0,9155.1984,,,3.68,87.8533576432204
Multiple,PL,Baker CDP,San Bernardino,14.0,9155.1984,,,3.68,87.8533576432204
Other,PL,Baker CDP,San Bernardino,14.0,9155.1984,,,3.68,87.8533576432204
AIAN,PL,Bakersfield city,Kern,10.0,7731.1179,2500.0,3.0924472,3.5,74.18786968621053
Asian,PL,Bakersfield city,Kern,10.0,7731.1179,32061.0,0.2411378,3.5,74.18786968621053
AfricanAm,PL,Bakersfield city,Kern,10.0,7731.1179,21927.0,0.3525844,3.5,74.18786968621053
Latino,PL,Bakersfield city,Kern,10.0,7731.1179,18446.0,0.4191216,3.5,74.18786968621053
NHOPI,PL,Bakersfield city,Kern,10.0,7731.1179,,,3.5,74.18786968621053
White,PL,Bakersfield city,Kern,10.0,7731.1179,32117.0,0.2407173,3.5,74.18786968621053
Multiple,PL,Bakersfield city,Kern,10.0,7731.1179,21853.0,0.3537783,3.5,74.18786968621053
Other,PL,Bakersfield city,Kern,10.0,7731.1179,21953.0,0.3521668,3.5,74.18786968621053
AIAN,PL,Baldwin Park city,Los Angeles,14.0,9572.6544024,,,4.07,91.8592688072162
Asian,PL,Baldwin Park city,Los Angeles,14.0,9572.6544024,70250.0,0.1362655,4.07,91.8592688072162
AfricanAm,PL,Baldwin Park city,Los Angeles,14.0,9572.6544024,,,4.07,91.8592688072162
Latino,PL,Baldwin Park city,Los Angeles,14.0,9572.6544024,26473.0,0.3616007,4.07,91.8592688072162
NHOPI,PL,Baldwin Park city,Los Angeles,14.0,9572.6544024,,,4.07,91.8592688072162
White,PL,Baldwin Park city,Los Angeles,14.0,9572.6544024,19156.0,0.4997209,4.07,91.8592688072162
Multiple,PL,Baldwin Park city,Los Angeles,14.0,9572.6544024,,,4.07,91.8592688072162
Other,PL,Baldwin Park city,Los Angeles,14.0,9572.6544024,,,4.07,91.8592688072162
AIAN,PL,Ballard CDP,Santa Barbara,12.0,11158.14,,,4.63,107.07360138182516
Asian,PL,Ballard CDP,Santa Barbara,12.0,11158.14,,,4.63,107.07360138182516
AfricanAm,PL,Ballard CDP,Santa Barbara,12.0,11158.14,,,4.63,107.07360138182516
Latino,PL,Ballard CDP,Santa Barbara,12.0,11158.14,,,4.63,107.07360138182516
NHOPI,PL,Ballard CDP,Santa Barbara,12.0,11158.14,,,4.63,107.07360138182516
White,PL,Ballard CDP,Santa Barbara,12.0,11158.14,72813.0,0.1532438,4.63,107.07360138182516
Multiple,PL,Ballard CDP,Santa Barbara,12.0,11158.14,,,4.63,107.07360138182516
Other,PL,Ballard CDP,Santa Barbara,12.0,11158.14,,,4.63,107.07360138182516
AIAN,PL,Ballico CDP,Merced,10.0,,,,3.17,
Asian,PL,Ballico CDP,Merced,10.0,,,,3.17,
AfricanAm,PL,Ballico CDP,Merced,10.0,,,,3.17,
Latino,PL,Ballico CDP,Merced,10.0,,,,3.17,
NHOPI,PL,Ballico CDP,Merced,10.0,,,,3.17,
White,PL,Ballico CDP,Merced,10.0,,,,3.17,
Multiple,PL,Ballico CDP,Merced,10.0,,,,3.17,
Other,PL,Ballico CDP,Merced,10.0,,,,3.17,
AIAN,PL,Bangor CDP,Butte,2.0,,,,3.4,
Asian,PL,Bangor CDP,Butte,2.0,,,,3.4,
AfricanAm,PL,Bangor CDP,Butte,2.0,,,,3.4,
Latino,PL,Bangor CDP,Butte,2.0,,,,3.4,
NHOPI,PL,Bangor CDP,Butte,2.0,,,,3.4,
White,PL,Bangor CDP,Butte,2.0,,,,3.4,
Multiple,PL,Bangor CDP,Butte,2.0,,,,3.4,
Other,PL,Bangor CDP,Butte,2.0,,,,3.4,
AIAN,PL,Banning city,Riverside,14.0,7388.8963896,,,3.23,70.90390931388542
Asian,PL,Banning city,Riverside,14.0,7388.8963896,31616.0,0.2337075,3.23,70.90390931388542
AfricanAm,PL,Banning city,Riverside,14.0,7388.8963896,21429.0,0.3448083,3.23,70.90390931388542
Latino,PL,Banning city,Riverside,14.0,7388.8963896,13872.0,0.5326482,3.23,70.90390931388542
NHOPI,PL,Banning city,Riverside,14.0,7388.8963896,,,3.23,70.90390931388542
White,PL,Banning city,Riverside,14.0,7388.8963896,16406.0,0.4503777,3.23,70.90390931388542
Multiple,PL,Banning city,Riverside,14.0,7388.8963896,,,3.23,70.90390931388542
Other,PL,Banning city,Riverside,14.0,7388.8963896,,,3.23,70.90390931388542
AIAN,PL,Barstow city,San Bernardino,14.0,7703.958624,,,3.4,73.92724905479321
Asian,PL,Barstow city,San Bernardino,14.0,7703.958624,,,3.4,73.92724905479321
AfricanAm,PL,Barstow city,San Bernardino,14.0,7703.958624,16179.0,0.4761703,3.4,73.92724905479321
Latino,PL,Barstow city,San Bernardino,14.0,7703.958624,17089.0,0.4508139,3.4,73.92724905479321
NHOPI,PL,Barstow city,San Bernardino,14.0,7703.958624,,,3.4,73.92724905479321
White,PL,Barstow city,San Bernardino,14.0,7703.958624,15625.0,0.4930534,3.4,73.92724905479321
Multiple,PL,Barstow city,San Bernardino,14.0,7703.958624,33250.0,0.231698,3.4,73.92724905479321
Other,PL,Barstow city,San Bernardino,14.0,7703.958624,,,3.4,73.92724905479321
AIAN,PL,Bass Lake CDP,Madera,10.0,,,,,
Asian,PL,Bass Lake CDP,Madera,10.0,,,,,
AfricanAm,PL,Bass Lake CDP,Madera,10.0,,,,,
Latino,PL,Bass Lake CDP,Madera,10.0,,,,,
NHOPI,PL,Bass Lake CDP,Madera,10.0,,,,,
White,PL,Bass Lake CDP,Madera,10.0,,,,,
Multiple,PL,Bass Lake CDP,Madera,10.0,,,,,
Other,PL,Bass Lake CDP,Madera,10.0,,,,,
AIAN,PL,Bay Point CDP,Contra Costa,1.0,8440.1689452,,,3.69,80.99192923135975
Asian,PL,Bay Point CDP,Contra Costa,1.0,8440.1689452,90809.0,0.0929442,3.69,80.99192923135975
AfricanAm,PL,Bay Point CDP,Contra Costa,1.0,8440.1689452,12417.0,0.6797269,3.69,80.99192923135975
Latino,PL,Bay Point CDP,Contra Costa,1.0,8440.1689452,10893.0,0.774825,3.69,80.99192923135975
NHOPI,PL,Bay Point CDP,Contra Costa,1.0,8440.1689452,,,3.69,80.99192923135975
White,PL,Bay Point CDP,Contra Costa,1.0,8440.1689452,13036.0,0.6474508,3.69,80.99192923135975
Multiple,PL,Bay Point CDP,Contra Costa,1.0,8440.1689452,,,3.69,80.99192923135975
Other,PL,Bay Point CDP,Contra Costa,1.0,8440.1689452,,,3.69,80.99192923135975
AIAN,PL,Bayview CDP,Contra Costa,1.0,10427.3676,,,4.29,100.06110354092696
AIAN,PL,Bayview CDP,Humboldt,5.0,5955.4199712,,,2.71,57.14825804817196
Asian,PL,Bayview CDP,Contra Costa,1.0,10427.3676,,,4.29,100.06110354092696
Asian,PL,Bayview CDP,Humboldt,5.0,5955.4199712,,,2.71,57.14825804817196
AfricanAm,PL,Bayview CDP,Contra Costa,1.0,10427.3676,,,4.29,100.06110354092696
AfricanAm,PL,Bayview CDP,Humboldt,5.0,5955.4199712,,,2.71,57.14825804817196
Latino,PL,Bayview CDP,Contra Costa,1.0,10427.3676,,,4.29,100.06110354092696
Latino,PL,Bayview CDP,Humboldt,5.0,5955.4199712,,,2.71,57.14825804817196
NHOPI,PL,Bayview CDP,Contra Costa,1.0,10427.3676,,,4.29,100.06110354092696
NHOPI,PL,Bayview CDP,Humboldt,5.0,5955.4199712,,,2.71,57.14825804817196
White,PL,Bayview CDP,Humboldt,5.0,5955.4199712,25919.0,0.2297704,2.71,57.14825804817196
White,PL,Bayview CDP,Contra Costa,1.0,10427.3676,,,4.29,100.06110354092696
Multiple,PL,Bayview CDP,Contra Costa,1.0,10427.3676,,,4.29,100.06110354092696
Multiple,PL,Bayview CDP,Humboldt,5.0,5955.4199712,,,2.71,57.14825804817196
Other,PL,Bayview CDP,Contra Costa,1.0,10427.3676,,,4.29,100.06110354092696
Other,PL,Bayview CDP,Humboldt,5.0,5955.4199712,,,2.71,57.14825804817196
AIAN,PL,Beale AFB CDP,Yuba,8.0,5984.1061104,,,2.71,57.423530471164
Asian,PL,Beale AFB CDP,Yuba,8.0,5984.1061104,,,2.71,57.423530471164
AfricanAm,PL,Beale AFB CDP,Yuba,8.0,5984.1061104,,,2.71,57.423530471164
Latino,PL,Beale AFB CDP,Yuba,8.0,5984.1061104,,,2.71,57.423530471164
NHOPI,PL,Beale AFB CDP,Yuba,8.0,5984.1061104,,,2.71,57.423530471164
White,PL,Beale AFB CDP,Yuba,8.0,5984.1061104,11071.0,0.5405208,2.71,57.423530471164
Multiple,PL,Beale AFB CDP,Yuba,8.0,5984.1061104,,,2.71,57.423530471164
Other,PL,Beale AFB CDP,Yuba,8.0,5984.1061104,,,2.71,57.423530471164
AIAN,PL,Bear Creek CDP,Merced,10.0,,,,,
Asian,PL,Bear Creek CDP,Merced,10.0,,,,,
AfricanAm,PL,Bear Creek CDP,Merced,10.0,,,,,
Latino,PL,Bear Creek CDP,Merced,10.0,,,,,
NHOPI,PL,Bear Creek CDP,Merced,10.0,,,,,
White,PL,Bear Creek CDP,Merced,10.0,,,,,
Multiple,PL,Bear Creek CDP,Merced,10.0,,,,,
Other,PL,Bear Creek CDP,Merced,10.0,,,,,
AIAN,PL,Bear Valley CDP,Alpine,3.0,,,,,
AIAN,PL,Bear Valley CDP,Mariposa,3.0,6055.14,,,2.53,58.105172248344694
Asian,PL,Bear Valley CDP,Alpine,3.0,,,,,
Asian,PL,Bear Valley CDP,Mariposa,3.0,6055.14,,,2.53,58.105172248344694
AfricanAm,PL,Bear Valley CDP,Alpine,3.0,,,,,
AfricanAm,PL,Bear Valley CDP,Mariposa,3.0,6055.14,,,2.53,58.105172248344694
Latino,PL,Bear Valley CDP,Alpine,3.0,,,,,
Latino,PL,Bear Valley CDP,Mariposa,3.0,6055.14,,,2.53,58.105172248344694
NHOPI,PL,Bear Valley CDP,Alpine,3.0,,,,,
NHOPI,PL,Bear Valley CDP,Mariposa,3.0,6055.14,,,2.53,58.105172248344694
White,PL,Bear Valley CDP,Alpine,3.0,,,,,
White,PL,Bear Valley CDP,Mariposa,3.0,6055.14,,,2.53,58.105172248344694
Multiple,PL,Bear Valley CDP,Alpine,3.0,,,,,
Multiple,PL,Bear Valley CDP,Mariposa,3.0,6055.14,,,2.53,58.105172248344694
Other,PL,Bear Valley CDP,Alpine,3.0,,,,,
Other,PL,Bear Valley CDP,Mariposa,3.0,6055.14,,,2.53,58.105172248344694
AIAN,PL,Bear Valley Springs CDP,Kern,10.0,5642.04,,,2.36,54.14106131849151
Asian,PL,Bear Valley Springs CDP,Kern,10.0,5642.04,,,2.36,54.14106131849151
AfricanAm,PL,Bear Valley Springs CDP,Kern,10.0,5642.04,,,2.36,54.14106131849151
Latino,PL,Bear Valley Springs CDP,Kern,10.0,5642.04,,,2.36,54.14106131849151
NHOPI,PL,Bear Valley Springs CDP,Kern,10.0,5642.04,,,2.36,54.14106131849151
White,PL,Bear Valley Springs CDP,Kern,10.0,5642.04,34167.0,0.1651313,2.36,54.14106131849151
Multiple,PL,Bear Valley Springs CDP,Kern,10.0,5642.04,,,2.36,54.14106131849151
Other,PL,Bear Valley Springs CDP,Kern,10.0,5642.04,,,2.36,54.14106131849151
AIAN,PL,Beaumont city,Riverside,14.0,7408.761,,,3.25,71.09453027540543
Asian,PL,Beaumont city,Riverside,14.0,7408.761,24167.0,0.3065652,3.25,71.09453027540543
AfricanAm,PL,Beaumont city,Riverside,14.0,7408.761,17031.0,0.4350162,3.25,71.09453027540543
Latino,PL,Beaumont city,Riverside,14.0,7408.761,21516.0,0.3443373,3.25,71.09453027540543
NHOPI,PL,Beaumont city,Riverside,14.0,7408.761,,,3.25,71.09453027540543
White,PL,Beaumont city,Riverside,14.0,7408.761,19457.0,0.3807761,3.25,71.09453027540543
Multiple,PL,Beaumont city,Riverside,14.0,7408.761,,,3.25,71.09453027540543
Other,PL,Beaumont city,Riverside,14.0,7408.761,,,3.25,71.09453027540543
AIAN,PL,Beckwourth CDP,Plumas,6.0,,,,,
Asian,PL,Beckwourth CDP,Plumas,6.0,,,,,
AfricanAm,PL,Beckwourth CDP,Plumas,6.0,,,,,
Latino,PL,Beckwourth CDP,Plumas,6.0,,,,,
NHOPI,PL,Beckwourth CDP,Plumas,6.0,,,,,
White,PL,Beckwourth CDP,Plumas,6.0,,,,,
Multiple,PL,Beckwourth CDP,Plumas,6.0,,,,,
Other,PL,Beckwourth CDP,Plumas,6.0,,,,,
AIAN,PL,Belden CDP,Plumas,6.0,,,,,
Asian,PL,Belden CDP,Plumas,6.0,,,,,
AfricanAm,PL,Belden CDP,Plumas,6.0,,,,,
Latino,PL,Belden CDP,Plumas,6.0,,,,,
NHOPI,PL,Belden CDP,Plumas,6.0,,,,,
White,PL,Belden CDP,Plumas,6.0,,,,,
Multiple,PL,Belden CDP,Plumas,6.0,,,,,
Other,PL,Belden CDP,Plumas,6.0,,,,,
AIAN,PL,Bell Canyon CDP,Ventura,14.0,6917.8452,,,2.79,66.38369830150657
Asian,PL,Bell Canyon CDP,Ventura,14.0,6917.8452,,,2.79,66.38369830150657
AfricanAm,PL,Bell Canyon CDP,Ventura,14.0,6917.8452,,,2.79,66.38369830150657
Latino,PL,Bell Canyon CDP,Ventura,14.0,6917.8452,,,2.79,66.38369830150657
NHOPI,PL,Bell Canyon CDP,Ventura,14.0,6917.8452,,,2.79,66.38369830150657
White,PL,Bell Canyon CDP,Ventura,14.0,6917.8452,,,2.79,66.38369830150657
Multiple,PL,Bell Canyon CDP,Ventura,14.0,6917.8452,,,2.79,66.38369830150657
Other,PL,Bell Canyon CDP,Ventura,14.0,6917.8452,,,2.79,66.38369830150657
AIAN,PL,Bell Gardens city,Los Angeles,14.0,9606.6857736,,,4.13,92.18583411956625
Asian,PL,Bell Gardens city,Los Angeles,14.0,9606.6857736,,,4.13,92.18583411956625
AfricanAm,PL,Bell Gardens city,Los Angeles,14.0,9606.6857736,,,4.13,92.18583411956625
Latino,PL,Bell Gardens city,Los Angeles,14.0,9606.6857736,19000.0,0.505615,4.13,92.18583411956625
